waterway,name,geometry_wkt
drain,,"LINESTRING (106.866715 -6.340044, 106.866696 -6.339981, 106.866682 -6.339757, 106.866663 -6.339603, 106.866622 -6.339467, 106.86657 -6.339334, 106.866463 -6.33915, 106.866332 -6.338959, 106.866215 -6.338807, 106.866208 -6.33876, 106.866129 -6.338626, 106.866001 -6.338448)"
drain,,"LINESTRING (106.866001 -6.338448, 106.865982 -6.338412)"
drain,,"LINESTRING (106.865982 -6.338412, 106.86596 -6.338373)"
drain,,"LINESTRING (106.86596 -6.338373, 106.865948 -6.33835)"
drain,,"LINESTRING (106.865948 -6.33835, 106.865874 -6.338272, 106.865792 -6.33821, 106.86572 -6.338154, 106.865653 -6.338088, 106.865628 -6.33801, 106.865608 -6.337936, 106.865614 -6.33781, 106.865606 -6.337687, 106.865572 -6.337563, 106.865579 -6.337407, 106.865643 -6.337325, 106.86571 -6.337183, 106.865769 -6.336946, 106.865793 -6.336793, 106.865761 -6.33676, 106.865628 -6.336734, 106.865493 -6.336674, 106.865422 -6.336605, 106.865423 -6.336505, 106.865454 -6.336346, 106.865539 -6.336188, 106.865662 -6.336094, 106.865726 -6.335968, 106.865791 -6.335836, 106.86585 -6.335661, 106.865847 -6.335573, 106.865832 -6.335425, 106.865811 -6.335324, 106.865787 -6.335252, 106.865779 -6.335111, 106.865783 -6.334997, 106.865771 -6.334952, 106.86574 -6.334844, 106.865693 -6.334748, 106.865619 -6.33466, 106.865513 -6.33459, 106.865375 -6.334535, 106.865248 -6.334475, 106.865168 -6.334431, 106.865062 -6.334304, 106.864924 -6.334188, 106.864801 -6.334066, 106.864706 -6.333978, 106.86456 -6.333748, 106.864474 -6.33367, 106.864365 -6.333619, 106.864258 -6.33359, 106.864232 -6.333531, 106.864211 -6.333455, 106.864148 -6.333427, 106.86408 -6.333428, 106.864012 -6.333386, 106.86394 -6.33332, 106.863891 -6.33326, 106.863827 -6.333172, 106.863759 -6.333103, 106.863717 -6.333034, 106.863701 -6.33295, 106.863696 -6.332876, 106.863676 -6.332798, 106.863609 -6.332692, 106.863545 -6.332622, 106.86345 -6.332546, 106.863392 -6.3325, 106.863332 -6.332442, 106.863182 -6.332285)"
river,,"MULTILINESTRING ((106.851724 -6.341912, 106.851763 -6.341737, 106.851783 -6.341591, 106.85178 -6.341578), (106.851776 -6.341559, 106.851758 -6.341468, 106.851633 -6.341307, 106.851564 -6.341252, 106.851397 -6.341191, 106.851301 -6.341178), (106.851139 -6.341139, 106.85093 -6.341071, 106.850823 -6.341016, 106.850718 -6.340937, 106.850622 -6.340782, 106.850549 -6.340614, 106.850489 -6.340595, 106.850314 -6.34044, 106.850138 -6.34028, 106.850086 -6.340206, 106.850042 -6.340138, 106.850058 -6.340023, 106.850141 -6.339783, 106.850248 -6.339699, 106.850256 -6.339687), (106.850407 -6.339254, 106.850458 -6.33909, 106.850548 -6.338874, 106.850726 -6.338892, 106.85083 -6.338936, 106.851024 -6.338989, 106.851092 -6.339001, 106.851163 -6.338988, 106.851223 -6.338937, 106.851376 -6.338802, 106.851445 -6.338762, 106.851515 -6.338735, 106.851638 -6.338861, 106.851794 -6.338705, 106.851927 -6.338564, 106.852052 -6.338399, 106.852135 -6.338264, 106.852123 -6.338171, 106.852138 -6.33815, 106.852166 -6.338099, 106.852194 -6.338058, 106.852276 -6.338025, 106.85232 -6.337979, 106.852313 -6.337905, 106.852278 -6.337835, 106.852275 -6.337737, 106.852207 -6.337627, 106.852096 -6.337482, 106.851955 -6.337423, 106.851819 -6.337387, 106.851686 -6.337333, 106.851596 -6.33728, 106.851548 -6.337214, 106.851486 -6.337119, 106.851443 -6.336968, 106.851497 -6.336916, 106.851573 -6.336856, 106.8516 -6.336761, 106.851614 -6.336653, 106.851559 -6.336577, 106.851495 -6.336537, 106.851422 -6.336544, 106.851369 -6.336589, 106.851121 -6.336709, 106.850952 -6.336738, 106.850727 -6.336784, 106.850554 -6.336836, 106.850507 -6.336829, 106.850456 -6.336776, 106.850351 -6.336685, 106.85031 -6.336646, 106.850298 -6.336591, 106.850318 -6.33654, 106.850376 -6.336465, 106.85041 -6.33644, 106.850486 -6.336353, 106.850556 -6.336189, 106.850573 -6.336096, 106.850446 -6.336145, 106.850265 -6.336216, 106.850194 -6.336208, 106.850119 -6.336125, 106.850044 -6.336086, 106.849895 -6.336104, 106.849661 -6.336143, 106.849546 -6.336152, 106.849508 -6.336099, 106.849433 -6.335904, 106.849353 -6.335686, 106.849246 -6.335466, 106.849155 -6.33526, 106.849116 -6.33512, 106.849142 -6.334994, 106.84919 -6.334952, 106.849276 -6.334909, 106.849343 -6.334841, 106.849396 -6.334769, 106.849435 -6.334676, 106.849482 -6.334572, 106.849538 -6.334449, 106.849601 -6.334306, 106.849574 -6.334273, 106.849557 -6.334192, 106.849548 -6.334122, 106.849514 -6.334094, 106.849349 -6.334048, 106.849206 -6.33407, 106.849017 -6.334034, 106.848912 -6.334052, 106.848603 -6.334125, 106.848491 -6.334174, 106.848383 -6.334182, 106.848217 -6.334197, 106.848134 -6.334161, 106.848094 -6.334039, 106.848088 -6.333948, 106.84807 -6.333787, 106.848038 -6.333633, 106.847992 -6.333503, 106.847987 -6.333396, 106.847998 -6.333272, 106.848023 -6.333193, 106.848059 -6.33313, 106.848058 -6.333083, 106.848024 -6.33306, 106.847914 -6.333052, 106.847845 -6.333053, 106.847711 -6.333083, 106.847583 -6.333113, 106.847472 -6.333145, 106.84737 -6.33314, 106.84722 -6.333134, 106.847146 -6.33311, 106.847098 -6.333065, 106.847024 -6.332966, 106.846955 -6.332832, 106.846971 -6.332694, 106.84702 -6.332585, 106.847034 -6.332445, 106.847028 -6.332264, 106.84701 -6.332092, 106.846992 -6.332021, 106.847019 -6.331936, 106.847075 -6.331894, 106.847146 -6.331866, 106.84725 -6.331842, 106.84727 -6.331773, 106.847255 -6.331713, 106.847189 -6.331651, 106.847071 -6.331597, 106.846971 -6.33156, 106.846871 -6.331466, 106.846777 -6.331358, 106.846738 -6.331309, 106.846706 -6.33122, 106.846658 -6.331154, 106.846634 -6.331121, 106.846618 -6.331087, 106.846609 -6.331045, 106.846646 -6.330865, 106.846656 -6.33081, 106.846706 -6.330733, 106.84688 -6.330619, 106.846981 -6.330543, 106.847024 -6.330482, 106.847095 -6.330439, 106.847266 -6.330352, 106.8473 -6.330287, 106.847237 -6.330207, 106.847227 -6.330138, 106.847312 -6.330015, 106.847379 -6.329867, 106.847356 -6.329818, 106.847312 -6.329802, 106.847257 -6.329796, 106.847172 -6.329828, 106.847172 -6.329751, 106.847182 -6.329602, 106.847183 -6.329458, 106.847148 -6.329289, 106.847045 -6.329167, 106.84691 -6.329054, 106.846778 -6.328964, 106.846721 -6.328953, 106.846666 -6.328914, 106.846628 -6.328837, 106.846557 -6.32871, 106.846508 -6.328622, 106.846498 -6.328573, 106.846496 -6.328531, 106.84649 -6.328464, 106.846466 -6.328354, 106.846463 -6.328116, 106.846472 -6.328028, 106.846511 -6.327916, 106.846604 -6.327816, 106.846658 -6.327757, 106.846742 -6.327674, 106.846875 -6.327549, 106.846986 -6.327423, 106.847046 -6.327386, 106.847083 -6.327338, 106.847096 -6.32726, 106.8471 -6.32716, 106.847092 -6.327022, 106.847125 -6.326912, 106.847134 -6.326855, 106.847196 -6.326807, 106.847314 -6.326743, 106.847381 -6.326724, 106.84743 -6.326734, 106.847459 -6.326739, 106.847506 -6.326732, 106.84757 -6.326696, 106.847662 -6.326639, 106.847715 -6.326584, 106.847743 -6.326447, 106.847734 -6.326341, 106.847721 -6.326283, 106.847691 -6.326201, 106.847612 -6.326088, 106.847589 -6.325959, 106.847574 -6.32584, 106.847569 -6.325692, 106.847514 -6.325583, 106.847455 -6.325513, 106.847393 -6.325451, 106.847346 -6.325353, 106.84733 -6.325247, 106.847318 -6.325184, 106.847279 -6.325013, 106.847217 -6.324872, 106.847192 -6.324786, 106.847201 -6.324726, 106.847272 -6.324698, 106.847354 -6.324625, 106.847442 -6.324545, 106.847518 -6.324486, 106.847545 -6.324479, 106.847572 -6.324494, 106.847626 -6.324547, 106.847773 -6.324699, 106.84791 -6.324839, 106.84799 -6.324855, 106.848092 -6.324769, 106.848284 -6.324416, 106.848432 -6.324015, 106.848547 -6.323754, 106.848516 -6.323491, 106.848434 -6.323264, 106.8485 -6.323106, 106.848587 -6.322952, 106.84864 -6.322806, 106.848664 -6.322704, 106.848763 -6.322546, 106.849059 -6.321996, 106.849174 -6.32187, 106.849313 -6.321726, 106.849449 -6.321656))"
drain,,"LINESTRING (106.863182 -6.332285, 106.863153 -6.332236)"
drain,,"LINESTRING (106.863153 -6.332236, 106.863121 -6.332182, 106.863061 -6.332029, 106.863023 -6.331918, 106.862998 -6.331824, 106.862994 -6.331726, 106.862923 -6.331593, 106.862856 -6.331529, 106.862742 -6.331481, 106.862696 -6.331456, 106.862654 -6.331425)"
drain,,"LINESTRING (106.862654 -6.331425, 106.862538 -6.331369)"
drain,,"LINESTRING (106.862538 -6.331369, 106.862498 -6.331381, 106.862401 -6.331301, 106.862257 -6.331184, 106.862216 -6.331132, 106.862197 -6.331093, 106.862212 -6.330959, 106.862223 -6.33081, 106.86222 -6.330771, 106.862207 -6.330733, 106.862126 -6.330616, 106.862082 -6.330534, 106.862041 -6.330424, 106.862027 -6.330325, 106.862006 -6.33022, 106.861957 -6.330056, 106.861917 -6.329938, 106.861884 -6.329841, 106.861876 -6.329757, 106.861856 -6.32971, 106.861797 -6.32969, 106.861752 -6.329649, 106.861579 -6.32945, 106.861504 -6.329378, 106.861397 -6.329271, 106.861288 -6.329179, 106.861204 -6.329117, 106.861157 -6.329066, 106.861116 -6.328986, 106.861061 -6.328826, 106.861051 -6.328773, 106.861023 -6.3287, 106.860943 -6.328569, 106.860863 -6.328413, 106.860827 -6.328273, 106.860804 -6.328137, 106.860836 -6.328025, 106.860876 -6.327884, 106.860871 -6.327841, 106.860869 -6.327779, 106.860873 -6.327744, 106.860875 -6.327717, 106.860814 -6.327636, 106.860757 -6.327533, 106.860735 -6.327488, 106.860753 -6.327345, 106.86077 -6.327228, 106.860746 -6.327161, 106.860687 -6.32715, 106.860639 -6.327141, 106.860615 -6.327113, 106.860608 -6.326988, 106.86064 -6.326784, 106.860624 -6.326773, 106.860569 -6.32677, 106.860482 -6.326785, 106.860378 -6.326788, 106.860234 -6.326756, 106.860166 -6.326725, 106.860132 -6.326686, 106.860087 -6.326603, 106.860114 -6.326489, 106.860184 -6.326412, 106.860248 -6.326304, 106.860255 -6.326226, 106.860248 -6.326115, 106.860241 -6.326038, 106.860217 -6.325974, 106.860202 -6.325871, 106.860204 -6.325755, 106.860197 -6.325664, 106.860214 -6.325576, 106.860237 -6.325502, 106.860245 -6.325419, 106.860252 -6.325316, 106.860261 -6.325231, 106.860256 -6.325194, 106.860249 -6.325127, 106.860208 -6.325027, 106.860173 -6.324917, 106.860135 -6.324825, 106.860134 -6.324735, 106.860149 -6.324621, 106.860155 -6.324551, 106.860146 -6.324481, 106.86009 -6.324355, 106.860067 -6.324306, 106.860016 -6.324251, 106.859958 -6.324194, 106.859934 -6.324054, 106.859913 -6.323926, 106.859909 -6.323801, 106.859922 -6.323724, 106.859922 -6.323633, 106.859896 -6.323534, 106.859899 -6.323472, 106.859903 -6.32338, 106.859892 -6.323318, 106.859852 -6.32327, 106.859781 -6.323206, 106.859738 -6.323137, 106.859727 -6.323046, 106.85971 -6.322974, 106.859684 -6.322865, 106.859663 -6.322766, 106.859662 -6.322669, 106.859647 -6.322628, 106.859614 -6.322568, 106.859602 -6.322484, 106.859587 -6.322383, 106.859569 -6.322285, 106.859563 -6.322176, 106.859569 -6.32204, 106.859614 -6.321957, 106.859679 -6.321911, 106.859722 -6.321873, 106.859789 -6.32182, 106.859807 -6.321756, 106.859791 -6.321606, 106.859784 -6.32152, 106.85976 -6.321474, 106.859717 -6.321371, 106.859689 -6.321276, 106.859678 -6.321171, 106.859687 -6.321086, 106.859708 -6.320952, 106.859726 -6.32085, 106.859677 -6.32065, 106.85966 -6.320606, 106.859604 -6.320492, 106.859559 -6.32042, 106.859478 -6.320315, 106.859441 -6.320267, 106.859426 -6.320171, 106.859417 -6.320091, 106.859423 -6.320018, 106.859443 -6.319942, 106.859463 -6.319877, 106.859506 -6.319777, 106.859555 -6.319681, 106.859587 -6.319591, 106.859617 -6.319417, 106.859626 -6.3193, 106.859646 -6.319178, 106.859635 -6.31912, 106.859624 -6.31908, 106.859586 -6.31901, 106.859541 -6.318975, 106.859462 -6.318952, 106.85941 -6.318938, 106.85939 -6.318935, 106.859328 -6.318882, 106.859286 -6.318794, 106.859289 -6.318749, 106.859321 -6.318678, 106.859318 -6.31863, 106.859308 -6.318561, 106.859237 -6.318384, 106.859234 -6.31835, 106.859222 -6.318206, 106.859219 -6.31813, 106.859196 -6.318077, 106.859074 -6.317952, 106.858962 -6.31784, 106.858935 -6.317764, 106.858946 -6.317511, 106.85896 -6.317232, 106.858938 -6.317067, 106.858935 -6.316856)"
river,Kalibaru,"LINESTRING (106.865401 -6.349566, 106.865688 -6.34915, 106.865793 -6.348981, 106.865858 -6.348781, 106.865954 -6.348646, 106.866024 -6.348457, 106.866099 -6.348272, 106.8662 -6.348057, 106.866295 -6.347848, 106.866335 -6.347723, 106.866376 -6.347658, 106.866521 -6.347369, 106.866637 -6.34702, 106.866692 -6.346915, 106.866807 -6.34666, 106.866913 -6.346431, 106.866978 -6.346271, 106.867094 -6.346066, 106.867159 -6.345862, 106.867239 -6.345657, 106.86732 -6.345547, 106.867505 -6.345138, 106.867736 -6.344739, 106.867947 -6.344285, 106.868053 -6.344006, 106.868424 -6.343417, 106.868655 -6.343052, 106.868766 -6.342808, 106.868896 -6.342518, 106.869037 -6.342274, 106.869142 -6.342009, 106.869167 -6.341765, 106.869177 -6.341206, 106.869087 -6.340772, 106.869032 -6.340522, 106.868881 -6.339908, 106.868695 -6.339454, 106.868575 -6.339105, 106.868449 -6.338756, 106.868389 -6.338601, 106.868389 -6.338541, 106.868369 -6.338302, 106.868271 -6.338058, 106.868222 -6.337727, 106.868133 -6.337259, 106.868025 -6.336976, 106.867898 -6.336625, 106.86778 -6.336294, 106.867692 -6.335806, 106.867604 -6.335095, 106.867563 -6.334826, 106.867564 -6.334442, 106.867545 -6.33414, 106.867551 -6.333936, 106.867529 -6.333624, 106.867496 -6.333331, 106.867448 -6.333108, 106.867378 -6.332746, 106.867392 -6.33242, 106.867382 -6.332137, 106.867327 -6.331914, 106.867208 -6.331744, 106.867036 -6.331506, 106.866931 -6.331163, 106.866835 -6.330863, 106.86676 -6.330701, 106.866617 -6.330441, 106.866392 -6.330166, 106.866137 -6.329899, 106.8659 -6.329702, 106.865653 -6.329522, 106.865339 -6.329146, 106.865142 -6.328956, 106.864929 -6.328713, 106.864619 -6.328356, 106.864359 -6.328019, 106.864021 -6.327648, 106.863779 -6.3272, 106.863622 -6.326703, 106.863632 -6.326099, 106.86373 -6.32566, 106.863877 -6.324958, 106.864103 -6.324403, 106.86425 -6.323984, 106.864348 -6.323652, 106.864534 -6.322756, 106.864887 -6.321352, 106.86491 -6.320997, 106.864894 -6.320596, 106.864876 -6.320279, 106.864815 -6.319984, 106.864701 -6.319562, 106.864584 -6.319127, 106.864446 -6.318623, 106.864289 -6.318058, 106.864142 -6.317522, 106.863887 -6.317024, 106.86374 -6.316781, 106.863358 -6.315933, 106.863132 -6.315319, 106.862916 -6.314695, 106.86275 -6.31412, 106.862671 -6.313866, 106.862573 -6.313272, 106.862465 -6.312677, 106.862328 -6.311927, 106.862205 -6.31074, 106.862308 -6.310289, 106.862779 -6.309714, 106.863299 -6.308983, 106.863416 -6.308691, 106.863544 -6.308476, 106.863662 -6.308223, 106.863772 -6.308012, 106.863789 -6.307979, 106.86389 -6.307778, 106.863936 -6.307687, 106.864812 -6.306268, 106.8651 -6.3058, 106.865964 -6.304163, 106.866943 -6.302959, 106.86732 -6.302576, 106.868176 -6.301342, 106.868357 -6.301171, 106.869951 -6.299382, 106.870252 -6.298963, 106.87042 -6.298679, 106.870508 -6.298483, 106.870628 -6.298324, 106.87089 -6.297771, 106.871093 -6.297285, 106.871271 -6.296792, 106.87136 -6.296602, 106.871513 -6.296157, 106.871768 -6.295024, 106.871988 -6.293821)"
drain,,"LINESTRING (106.859234 -6.31835, 106.859364 -6.318392, 106.859432 -6.318436, 106.859508 -6.318453, 106.859596 -6.31847, 106.859644 -6.318482, 106.859712 -6.318493, 106.859757 -6.318479)"
drain,,"LINESTRING (106.880782 -6.328752, 106.880673 -6.328768)"
river,Kali Cipinang,"LINESTRING (106.881444 -6.324348, 106.881375 -6.324162, 106.88142 -6.324056, 106.881458 -6.323749, 106.881512 -6.323635, 106.881517 -6.323573, 106.881472 -6.323312, 106.881466 -6.323227, 106.881434 -6.323147, 106.881383 -6.323091, 106.881281 -6.322982, 106.881131 -6.322699, 106.881107 -6.322664, 106.881016 -6.322531, 106.880981 -6.322448, 106.880922 -6.322384, 106.880833 -6.322382, 106.880763 -6.322422, 106.880704 -6.322448, 106.880632 -6.322443, 106.880573 -6.322398, 106.880506 -6.322379, 106.880428 -6.322411, 106.880364 -6.32248, 106.880324 -6.322587, 106.880278 -6.322638, 106.880208 -6.322696, 106.880133 -6.322691, 106.880079 -6.322627, 106.880077 -6.322544, 106.880098 -6.322451, 106.88012 -6.322342, 106.880149 -6.322272, 106.880117 -6.322179, 106.880028 -6.322015, 106.879945 -6.321867, 106.87994 -6.321807, 106.879918 -6.321763, 106.879866 -6.321678, 106.879786 -6.321598, 106.879772 -6.321595, 106.879694 -6.321581, 106.87956 -6.321555, 106.879477 -6.321529, 106.879437 -6.321491, 106.879404 -6.321439, 106.879402 -6.321393, 106.879442 -6.321339, 106.879496 -6.321309, 106.879575 -6.321286, 106.879677 -6.321277, 106.879766 -6.321271, 106.879855 -6.321231, 106.879922 -6.321145, 106.879903 -6.320956, 106.879903 -6.320732, 106.879884 -6.320647, 106.879887 -6.320567, 106.879914 -6.3205, 106.880008 -6.320463, 106.880104 -6.320476, 106.880324 -6.320458, 106.880434 -6.320447, 106.880625 -6.320346, 106.880676 -6.320311, 106.880826 -6.320255, 106.88092 -6.320178, 106.880938 -6.320103, 106.880871 -6.320026, 106.88081 -6.319988, 106.880702 -6.319927, 106.880563 -6.319831, 106.880547 -6.319799, 106.880568 -6.319748, 106.880633 -6.319695, 106.880743 -6.319703, 106.880855 -6.319735, 106.88107 -6.319735, 106.881139 -6.319646, 106.881206 -6.319564, 106.881217 -6.319476, 106.881222 -6.319396, 106.881219 -6.319308, 106.881127 -6.319243, 106.881018 -6.31918, 106.880777 -6.31906, 106.880749 -6.319056, 106.880675 -6.319024, 106.88058 -6.318932, 106.880529 -6.318893, 106.880456 -6.318823, 106.880444 -6.318765, 106.880468 -6.318656, 106.880472 -6.318536, 106.880486 -6.318478, 106.880492 -6.318327, 106.88051 -6.318298, 106.880542 -6.318271, 106.880578 -6.318234, 106.880608 -6.318158, 106.880609 -6.318127, 106.880594 -6.318079, 106.880576 -6.318059, 106.880541 -6.31801, 106.880547 -6.317952, 106.88062 -6.317854, 106.88068 -6.317769, 106.880788 -6.317648, 106.880946 -6.31748, 106.881032 -6.317386, 106.881066 -6.317334, 106.881105 -6.317261, 106.881215 -6.317165, 106.881306 -6.317083, 106.881431 -6.316976, 106.881489 -6.316921, 106.881551 -6.316851, 106.881659 -6.316772, 106.881742 -6.316716, 106.881847 -6.3166, 106.881925 -6.316519, 106.882012 -6.316511, 106.882135 -6.316529, 106.882334 -6.316572, 106.882412 -6.316583, 106.882469 -6.316557, 106.88248 -6.316473, 106.882475 -6.316289, 106.882452 -6.31617, 106.882479 -6.316051, 106.882514 -6.315975, 106.882578 -6.315918, 106.882686 -6.315824, 106.88275 -6.315692, 106.882795 -6.315594, 106.882804 -6.315474, 106.882798 -6.315355, 106.882799 -6.315241, 106.882795 -6.314974, 106.882791 -6.314906, 106.882804 -6.314864, 106.882851 -6.314821, 106.882965 -6.314817, 106.883048 -6.314809, 106.88308 -6.314766, 106.883098 -6.314705, 106.883108 -6.314603, 106.883136 -6.314584, 106.883214 -6.314531, 106.883253 -6.314499, 106.883241 -6.31444, 106.883168 -6.314414, 106.883069 -6.314396, 106.883041 -6.314386, 106.883001 -6.314343, 106.882994 -6.314274, 106.883033 -6.314204, 106.883108 -6.314146, 106.883179 -6.314016, 106.883156 -6.313899, 106.883152 -6.31378, 106.883148 -6.31369, 106.883129 -6.313546, 106.883076 -6.313273)"
river,,"LINESTRING (106.898079 -6.319159, 106.898111 -6.31911, 106.898133 -6.319064, 106.898155 -6.319014, 106.898166 -6.318983, 106.898174 -6.318941, 106.8982 -6.318903, 106.898219 -6.318887, 106.89825 -6.318877, 106.898279 -6.318875, 106.898343 -6.318885, 106.898394 -6.318882, 106.898412 -6.318871, 106.898426 -6.318854, 106.898447 -6.318825, 106.898465 -6.318802, 106.898508 -6.318777, 106.89856 -6.318746, 106.898592 -6.318715, 106.898622 -6.318663, 106.898647 -6.318599, 106.898672 -6.31854, 106.8987 -6.318496, 106.898726 -6.318464, 106.898767 -6.318409, 106.898828 -6.31838, 106.898885 -6.318369, 106.898954 -6.318362, 106.899053 -6.31836, 106.89912 -6.318365, 106.899208 -6.318366, 106.899261 -6.318374, 106.899314 -6.318389, 106.899351 -6.318392, 106.899381 -6.318358, 106.899412 -6.318331, 106.899434 -6.318286)"
river,,"LINESTRING (106.899434 -6.318286, 106.899485 -6.318233)"
river,,"LINESTRING (106.899485 -6.318233, 106.899512 -6.318145, 106.899563 -6.317907, 106.899589 -6.317831, 106.899687 -6.317584, 106.899751 -6.317492, 106.899819 -6.317418, 106.899921 -6.317293, 106.899986 -6.317204, 106.900046 -6.317137, 106.900081 -6.317052, 106.900125 -6.316894, 106.900304 -6.316478, 106.900344 -6.316361, 106.900374 -6.316299, 106.900434 -6.316217, 106.90047 -6.316195, 106.900506 -6.316173, 106.900571 -6.316139, 106.900602 -6.31612, 106.90069 -6.316075, 106.900721 -6.316056, 106.900791 -6.316034, 106.900877 -6.315983, 106.900992 -6.315955, 106.901069 -6.315921, 106.901129 -6.315904, 106.901184 -6.315892, 106.901269 -6.315873, 106.901315 -6.315832, 106.901319 -6.315783, 106.901316 -6.315651, 106.901308 -6.315526, 106.901308 -6.315444, 106.90133 -6.315374, 106.901382 -6.315333, 106.901522 -6.315293, 106.901681 -6.315279, 106.901841 -6.315302, 106.901902 -6.315332, 106.901956 -6.315379, 106.902045 -6.315473, 106.902094 -6.3155, 106.902154 -6.31552, 106.90231 -6.31553, 106.902498 -6.315558, 106.902656 -6.315565, 106.902763 -6.315563, 106.902879 -6.315586, 106.902979 -6.315579, 106.903074 -6.315552, 106.903156 -6.315474, 106.903227 -6.315437, 106.903404 -6.31536, 106.903463 -6.315367, 106.903689 -6.315465, 106.903785 -6.315517, 106.903842 -6.315516, 106.903961 -6.315434, 106.904135 -6.315309, 106.904212 -6.315249)"
river,Kali Cipinang,"LINESTRING (106.883076 -6.313273, 106.882994 -6.312916)"
river,Kali Cipinang,"LINESTRING (106.882994 -6.312916, 106.882972 -6.312764, 106.882974 -6.312598, 106.883026 -6.312415, 106.883134 -6.312107, 106.883165 -6.311962, 106.883165 -6.311767, 106.883083 -6.311498, 106.883027 -6.311234, 106.882931 -6.310934, 106.882869 -6.310729, 106.882799 -6.31058, 106.882571 -6.310618, 106.88241 -6.310649, 106.882263 -6.310684, 106.882104 -6.310708, 106.881963 -6.31065, 106.881884 -6.310581, 106.881842 -6.310428, 106.881847 -6.310263, 106.881765 -6.310042, 106.881639 -6.309892, 106.881498 -6.309833, 106.881285 -6.309757, 106.881159 -6.309611, 106.8811 -6.309479, 106.881105 -6.30928, 106.881166 -6.308812, 106.881144 -6.308639, 106.881084 -6.30845, 106.880942 -6.30825, 106.880844 -6.308147, 106.880771 -6.308094, 106.880545 -6.307833, 106.880454 -6.307724, 106.880418 -6.307614, 106.880316 -6.30751, 106.880234 -6.307478, 106.879598 -6.307358, 106.879456 -6.307287, 106.879401 -6.307146)"
river,,"LINESTRING (106.879401 -6.307146, 106.879247 -6.306226)"
river,Kali Cipinang,"LINESTRING (106.879247 -6.306226, 106.879259 -6.305482, 106.879249 -6.305403, 106.879136 -6.305264, 106.878756 -6.305083, 106.878342 -6.305109, 106.878224 -6.305067, 106.878181 -6.304939, 106.878176 -6.304779, 106.878127 -6.304352, 106.878112 -6.304161, 106.877779 -6.303984, 106.877494 -6.303888, 106.877522 -6.303771, 106.877403 -6.303718, 106.87736 -6.303627, 106.877371 -6.303483, 106.877457 -6.303366, 106.877382 -6.303222, 106.877307 -6.302811, 106.877264 -6.302582, 106.877226 -6.302347, 106.87714 -6.302262, 106.876813 -6.302129, 106.876336 -6.301814)"
river,Kali Cipinang,"LINESTRING (106.876336 -6.301814, 106.87618 -6.301773, 106.875987 -6.301665, 106.875848 -6.301637, 106.875773 -6.301724, 106.87579 -6.301988, 106.875744 -6.302035, 106.875421 -6.302005, 106.875252 -6.302209, 106.87508 -6.302228, 106.874921 -6.30219, 106.87489 -6.302113, 106.874947 -6.302033, 106.875016 -6.301926, 106.875009 -6.301802, 106.874962 -6.301725, 106.87485 -6.301659, 106.874624 -6.30159, 106.874539 -6.301452, 106.874549 -6.30134, 106.874582 -6.301105, 106.874648 -6.300921)"
canal,Kali Baru Barat,"LINESTRING (106.835002 -6.331918, 106.835 -6.331714)"
canal,Kali Baru Barat,"LINESTRING (106.835 -6.331714, 106.834999 -6.331592, 106.834996 -6.331478, 106.83498 -6.331363, 106.834926 -6.331163, 106.834833 -6.330899, 106.83468 -6.330598, 106.834565 -6.330391, 106.834226 -6.329708, 106.833939 -6.329121, 106.833781 -6.328841, 106.833763 -6.328791, 106.833722 -6.328724, 106.833677 -6.328639, 106.833631 -6.328545, 106.833579 -6.328479, 106.833525 -6.328335, 106.833469 -6.328234, 106.833455 -6.328178, 106.833445 -6.328082, 106.833439 -6.327972, 106.833436 -6.327818, 106.833445 -6.327687, 106.833455 -6.327559, 106.833455 -6.327012, 106.833445 -6.326932, 106.833428 -6.32677, 106.833434 -6.326677, 106.833434 -6.326578, 106.83345 -6.326498, 106.83345 -6.326423, 106.833439 -6.326255, 106.83344 -6.326141, 106.833455 -6.32601, 106.833482 -6.325885, 106.833579 -6.325536, 106.833622 -6.325437, 106.833684 -6.325352, 106.833874 -6.325077, 106.834188 -6.324573, 106.834322 -6.324347, 106.834486 -6.324129, 106.834552 -6.324005, 106.834579 -6.323928, 106.834644 -6.32375, 106.834719 -6.323598, 106.834815 -6.323464, 106.83492 -6.323318, 106.835092 -6.323094, 106.835598 -6.322427, 106.835692 -6.32227, 106.835743 -6.322174, 106.835802 -6.322006, 106.835872 -6.321641, 106.835907 -6.321468, 106.835923 -6.321332, 106.83592 -6.321236, 106.835899 -6.321119, 106.835848 -6.321009, 106.835676 -6.320806, 106.835526 -6.320588, 106.835494 -6.320476, 106.835442 -6.320084)"
canal,Kali Baru Barat,"LINESTRING (106.835442 -6.320084, 106.835438 -6.320046)"
drain,,"LINESTRING (106.821009 -6.316106, 106.820605 -6.316178, 106.820503 -6.316176)"
drain,,"LINESTRING (106.821592 -6.315726, 106.821772 -6.315637, 106.821814 -6.315615)"
